code,statement_family,report_period_end,quarter_key,year_key,pub_date,standard_field_name,standard_value,source_table,source_field,period_basis,transformation_rule,missing_reason
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,net_deposit_increase,143915000000.0,finance_cashflow_statement_current_only.csv,net_deposit_increase,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,net_borrowing_from_central_bank,,finance_cashflow_statement_current_only.csv,net_borrowing_from_central_bank,,identity_q1_or_ytd_diff,missing_raw_value
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,net_borrowing_from_finance_co,,finance_cashflow_statement_current_only.csv,net_borrowing_from_finance_co,,identity_q1_or_ytd_diff,missing_raw_value
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,interest_and_commission_cashin,52005000000.0,finance_cashflow_statement_current_only.csv,interest_and_commission_cashin,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,net_increase_in_placements,,finance_cashflow_statement_current_only.csv,net_increase_in_placements,,identity_q1_or_ytd_diff,missing_raw_value
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,net_buyback,,finance_cashflow_statement_current_only.csv,net_buyback,,identity_q1_or_ytd_diff,missing_raw_value
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,tax_levy_refund,,finance_cashflow_statement_current_only.csv,tax_levy_refund,,identity_q1_or_ytd_diff,missing_raw_value
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,goods_and_services_cash_paid,,finance_cashflow_statement_current_only.csv,goods_and_services_cash_paid,,identity_q1_or_ytd_diff,missing_raw_value
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,net_loan_and_advance_increase,98889000000.0,finance_cashflow_statement_current_only.csv,net_loan_and_advance_increase,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,net_deposit_in_cb_and_ib,41507000000.0,finance_cashflow_statement_current_only.csv,net_deposit_in_cb_and_ib,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,original_compensation_paid,,finance_cashflow_statement_current_only.csv,original_compensation_paid,,identity_q1_or_ytd_diff,missing_raw_value
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,policy_dividend_cash_paid,,finance_cashflow_statement_current_only.csv,policy_dividend_cash_paid,,identity_q1_or_ytd_diff,missing_raw_value
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,staff_behalf_paid,7425000000.0,finance_cashflow_statement_current_only.csv,staff_behalf_paid,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,tax_payments,4625000000.0,finance_cashflow_statement_current_only.csv,tax_payments,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,subtotal_operate_cash_inflow,385964000000.0,finance_cashflow_statement_current_only.csv,subtotal_operate_cash_inflow,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,subtotal_operate_cash_outflow,399038000000.0,finance_cashflow_statement_current_only.csv,subtotal_operate_cash_outflow,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,net_operate_cash_flow,-13074000000.0,finance_cashflow_statement_current_only.csv,net_operate_cash_flow,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,invest_withdrawal_cash,290682000000.0,finance_cashflow_statement_current_only.csv,invest_withdrawal_cash,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,invest_proceeds,62000000.0,finance_cashflow_statement_current_only.csv,invest_proceeds,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,fix_intan_other_asset_acqui_cash,742000000.0,finance_cashflow_statement_current_only.csv,fix_intan_other_asset_acqui_cash,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,invest_cash_paid,287506000000.0,finance_cashflow_statement_current_only.csv,invest_cash_paid,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,impawned_loan_net_increase,,finance_cashflow_statement_current_only.csv,impawned_loan_net_increase,,identity_q1_or_ytd_diff,missing_raw_value
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,subtotal_invest_cash_inflow,290747000000.0,finance_cashflow_statement_current_only.csv,subtotal_invest_cash_inflow,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,subtotal_invest_cash_outflow,288248000000.0,finance_cashflow_statement_current_only.csv,subtotal_invest_cash_outflow,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,net_invest_cash_flow,2499000000.0,finance_cashflow_statement_current_only.csv,net_invest_cash_flow,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,cash_from_invest,91000000.0,finance_cashflow_statement_current_only.csv,cash_from_invest,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,cash_from_bonds_issue,16123000000.0,finance_cashflow_statement_current_only.csv,cash_from_bonds_issue,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,cash_from_borrowing,,finance_cashflow_statement_current_only.csv,cash_from_borrowing,,identity_q1_or_ytd_diff,missing_raw_value
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,subtotal_finance_cash_inflow,16214000000.0,finance_cashflow_statement_current_only.csv,subtotal_finance_cash_inflow,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,borrowing_repayment,5373000000.0,finance_cashflow_statement_current_only.csv,borrowing_repayment,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,dividend_interest_payment,171000000.0,finance_cashflow_statement_current_only.csv,dividend_interest_payment,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,subtotal_finance_cash_outflow,5544000000.0,finance_cashflow_statement_current_only.csv,subtotal_finance_cash_outflow,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,net_finance_cash_flow,10670000000.0,finance_cashflow_statement_current_only.csv,net_finance_cash_flow,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,exchange_rate_change_effect,3083000000.0,finance_cashflow_statement_current_only.csv,exchange_rate_change_effect,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,cash_equivalent_increase,3178000000.0,finance_cashflow_statement_current_only.csv,cash_equivalent_increase,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,cash_equivalents_at_beginning,199643000000.0,finance_cashflow_statement_current_only.csv,cash_equivalents_at_beginning,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-03-31,2014q1,,2014-04-30,cash_and_equivalents_at_end,202821000000.0,finance_cashflow_statement_current_only.csv,cash_and_equivalents_at_end,single_quarter,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-06-30,2014q2,,2014-08-29,net_deposit_increase,254914000000.0,finance_cashflow_statement_current_only.csv,net_deposit_increase,converted_from_ytd,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-06-30,2014q2,,2014-08-29,net_borrowing_from_central_bank,,finance_cashflow_statement_current_only.csv,net_borrowing_from_central_bank,,identity_q1_or_ytd_diff,missing_raw_value
601998.XSHG,cash_flow,2014-06-30,2014q2,,2014-08-29,net_borrowing_from_finance_co,,finance_cashflow_statement_current_only.csv,net_borrowing_from_finance_co,,identity_q1_or_ytd_diff,missing_raw_value
601998.XSHG,cash_flow,2014-06-30,2014q2,,2014-08-29,interest_and_commission_cashin,57871000000.0,finance_cashflow_statement_current_only.csv,interest_and_commission_cashin,converted_from_ytd,identity_q1_or_ytd_diff,
601998.XSHG,cash_flow,2014-06-30,2014q2,,2014-08-29,net_increase_in_placements,,finance_cashflow_statement_current_only.csv,net_increase_in_placements,,identity_q1_or_ytd_diff,missing_raw_value
